Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Canonical smiles,MinAbsEStateIndex,qed,MaxAbsPartialCharge,FpDensityMorgan1,BCUT2D_MRHI,BalabanJ,Chi3n,Ipc,Kappa3,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA5,SMR_VSA6,SlogP_VSA10,SlogP_VSA11,SlogP_VSA3,SlogP_VSA4,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState4,VSA_EState5,VSA_EState8,VSA_EState9,NOCount,NumAliphaticHeterocycles,NumAromaticRings,NumHDonors,MolLogP,fr_Ar_N,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_methoxy,fr_nitro,fr_para_hydroxylation,fr_unbrch_alkane
Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,0.1677566941379515,0.9342349779374836,0.4967638004399814,0.9047619047619048,5.884374633601858,1.9952304115596735,2.806904456802315,56393.72119987954,4.138865505728204,17.248535499851716,0.0,0.0,0.0,6.031114512338072,4.794537184071822,0.0,0.0,19.782730240037942,7.109797541277533,0.0,26.521930110638245,10.481923458755384,17.248535499851716,0.0,0.0,6.031114512338072,5.749511833283905,17.186409941251373,45.47060978047835,24.26546827384644,5.316788604006331,10.798220109269684,0.7183156628124162,2.201844205996374,0.0,5.003562853715826,5,0,2,1,3.581000000000002,0,0,2,0,0,2,0,0,1,0,0,0
4-Ethyltoluene,-3.3280000000000003,1,120.19499999999996,0,1,1,0.0,-3.11,CCc1ccc(C)cc1,CCc1ccc(C)cc1,1.1391666666666669,0.5339790665494062,0.0612941353882633,1.1111111111111112,5.2031570725147445,2.881555877646136,1.52885073031913,129.22533870330605,1.5627607309331124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,0.0,0.0,6.4208216229260096,0.0,0.0,38.112942673227685,0.0,2.7572222222222225,0.0,4.281851851851852,0.0,0,0,1,0,2.5574200000000005,0,0,0,2,0,0,0,0,0,0,0,0
Diisopropylsulfide,-2.162,1,118.245,0,0,2,0.0,-2.24,CC(C)SC(C)C,CC(C)SC(C)C,0.7916666666666665,0.5366618799955577,0.1563223298084697,0.8571428571428571,7.999257717792766,2.9532231745612925,0.5443310539518176,19.093583929800843,6.3500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,0.0,0.0,0.0,38.19482485872685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.499876059964349,0.0,11.761884949391115,27.694948798762496,0.0,0.0,0.0,8.907407407407408,0.0,0,0,0,0,2.5364000000000004,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-2.29,O=N(=O)c1cccc(c1)N(=O)=O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.2738888888888884,0.4941192629438992,0.2758010857126873,1.0,5.415890614478273,3.121805775248301,1.2513745108557677,472.11168662963706,1.5400100997348818,0.0,0.0,0.0,11.374772549367124,0.0,0.0,0.0,0.0,12.13273413692322,15.912989166096953,0.0,0.0,11.374772549367124,0.0,0.0,20.228636537531145,11.374772549367124,0.0,6.06636706846161,0.0,0.0,0.0,0.0,-0.5477777777777768,0.0,0.0,0.0,6,0,1,0,1.503,0,0,0,0,0,0,0,0,0,2,0,0
Ethion,-5.471,1,384.4870000000002,0,0,12,36.92,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.5555805146132526,0.3434738982642829,0.3219489461304759,0.6842105263157895,8.757938986118056,4.359571541268355,1.570490332883782,8858.886044278937,9.456846706093224,0.0,0.0,11.38707520155611,0.0,0.0,0.0,0.0,0.0,0.0,31.51241344861924,27.694948798762496,31.51241344861924,0.0,0.0,41.70870082412456,0.0,0.0,31.51241344861924,0.0,0.0,27.694948798762496,0.0,22.218369866465103,-4.507499527588814,0.0,9.883183159066094,0.0,4,0,0,0,5.005300000000004,0,0,0,0,0,0,0,0,0,0,0,0
probarbital,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.1383333333333334,0.6306646258975067,0.3276321592805163,1.1428571428571428,6.188052369477127,3.1057980173184863,2.8077652734158,959.9065843890188,1.2853735117152147,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,4.794537184071822,0.0,0.0,0.0,0.0,27.19203322199788,0.0,4.794537184071822,0.0,9.589074368143644,11.332896515558172,5.917906046161393,6.4208216229260096,0.0,20.771211599071872,0.0,10.633577208012662,0.0,-1.1032638888888888,-1.1313888888888883,5.339155328798185,0.0,5,1,0,2,0.4047999999999999,0,0,4,0,0,0,0,0,0,0,0,0
Metronidazole,-0.8590000000000001,1,171.15599999999998,1,1,3,81.19,-1.22,Cc1ncc(N(=O)=O)n1CCO,Cc1ncc([N+](=O)[O-])n1CCO,0.0818981481481477,0.5158680082581498,0.3922869346517496,1.8333333333333333,5.179812928339305,3.032858934158134,1.5446954127239922,563.5352626976022,1.42412717427458,12.741599977525652,5.824404497999927,0.0,0.0,5.817862777835028,9.551078168738565,0.0,0.0,6.923737199690624,6.606881964512918,13.4684936056032,6.606881964512918,5.817862777835028,0.0,6.544756405912575,17.038055468456196,18.969501148260523,5.824404497999927,0.0,6.923737199690624,0.0,4.9839785209472085,1.3611111111111112,0.0,0.4558333333333337,1.7389351851851849,0.0,6,0,1,1,0.0920199999999999,2,0,0,1,0,0,0,0,0,1,0,0
p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,0.7214814814814818,0.5297860823199099,0.3987274473310653,1.125,6.30140680046059,3.0324555320336755,0.8700050935260351,70.79892376087899,1.138019488647966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.710019588424888,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,0.0,0.0,0.0,10.710019588424888,24.26546827384644,0.0,0.0,0.0,6.112839506172841,0.0,0.0,0.0,1,0,1,1,1.9222,0,0,0,0,0,0,1,0,0,0,0,0
"2,2-Dimethylpentanol",-1.719,1,116.20399999999998,1,0,3,20.23,-1.52,CCCC(C)(C)CO,CCCC(C)(C)CO,0.1475694444444444,0.595840675627883,0.3958203358972684,1.375,4.640962663907084,3.373381552563661,1.354807860188464,41.8157298068742,3.026851631655436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,33.61285484492389,6.606881964512918,0.0,0.0,0.0,5.41499046939678,5.41499046939678,6.606881964512918,12.84164324585202,0.0,0.0,20.771211599071872,0.0,0.1475694444444444,0.0,6.6024305555555545,0.0,1,0,0,1,1.805,0,0,0,0,0,0,0,0,0,0,0,0
Furane,-1.837,2,68.07499999999999,0,1,0,13.14,-0.82,c1ccoc1,c1ccoc1,1.625,0.4460314875501461,0.4726377692765222,1.0,4.787660640186299,3.1250000000000004,0.4253807916384657,22.88643538696057,0.2933636125425802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.526325991278114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.526325991278114,12.13273413692322,4.417150937053347,4.583333333333333,0.0,0.0,0.0,0.0,1,0,1,0,1.2795999999999998,0,0,0,0,0,0,0,0,0,0,0,0
Methoproptryne,-3.259,1,271.39,2,1,8,71.96000000000001,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1,COCCCNc1nc(NC(C)C)nc(SC)n1,0.2948588126072793,0.5520554592449197,0.3846203199809733,1.2222222222222223,7.979904869289558,2.6443398442437664,2.0235949468053502,9361.602370144788,5.503235108686716,0.0,5.156436481820707,11.896678561972989,0.0,0.0,0.0,14.951935562841626,0.0,26.30327674085099,0.0,31.466573333275925,37.15078230322709,11.896678561972989,0.0,4.736862953800049,0.0,0.0,23.094955872941654,19.572459993351504,7.109797541277533,20.10324358289265,25.585512770854287,4.991402683382301,0.0,1.2149949871924082,5.610953834842272,1.693876148969944,6,0,1,2,1.8622,3,0,0,0,0,1,0,0,1,0,0,2
Norea,-2.47,1,222.332,1,3,1,32.34,-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C3CCCC23,CN(C)C(=O)NC1CC2CC1C1CCCC21,0.0899045729402872,0.7235796596661409,0.3349757048162642,1.125,5.734865821012115,1.6565950963214329,5.143775990205327,8646.598870900258,1.438272785003364,0.0,0.0,0.0,0.0,6.031114512338072,4.794537184071822,0.0,0.0,20.13718479450234,0.0,38.14594894377801,14.09534396535438,4.794537184071822,0.0,0.0,23.671624184645573,6.031114512338072,6.041840829147961,23.671624184645573,4.899909730850478,14.09534396535438,5.316788604006331,0.0,0.0,3.6621135676492815,0.0,3.640701845553036,3,0,0,1,2.0823,0,0,2,0,0,0,0,0,0,0,0,0
t-Butylbenzene ,-3.554,1,134.22199999999998,0,1,0,0.0,-3.66,CC(C)(C)c1ccccc1,CC(C)(C)c1ccccc1,0.2929166666666665,0.5114006703774442,0.0622480450588484,0.9,5.214575082366548,2.9660431785816628,1.639814472133079,165.63732925805002,1.598288065805947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,0.0,0.0,5.41499046939678,0.0,0.0,5.41499046939678,0.0,0.0,0.0,51.10304694137992,0.0,1.6910648148148149,0.0,6.673611111111112,0.0,0,0,1,0,2.984100000000001,0,0,0,0,0,0,0,0,0,0,0,0
kebuzone,-2.645,1,322.36400000000003,0,3,5,57.690000000000005,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.0277572016460905,0.7952899956190195,0.3000303590930413,0.8333333333333334,6.226066272415629,2.0078605801681197,4.000298649589981,363705.09968376416,2.9267803018246,11.701150992526332,0.0,0.0,11.814359458703011,0.0,10.017825047909064,0.0,0.0,6.4208216229260096,11.374772549367124,19.765380445542643,10.017825047909064,11.374772549367124,0.0,14.383611552215466,5.917906046161393,30.439247650919967,11.374772549367124,0.0,24.26546827384644,36.39820241076966,0.0,0.0,1.2593112244897966,-1.442647602250777,1.4661035525321238,0.0,5,1,2,0,2.966800000000001,0,0,2,0,0,0,0,1,0,0,2,0
Methyl propyl ether ,-0.718,1,74.12299999999999,0,0,2,9.23,-0.39,CCCOC,CCCOC,0.8888888888888888,0.4752681489358652,0.3847009770628876,1.6,4.147814697479967,2.19060968716425,0.4082482904638629,11.245112497836532,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.716679505790452,0.0,13.344558822616634,13.716679505790452,0.0,0.0,4.736862953800049,0.0,0.0,0.0,13.027703587438928,7.109797541277533,0.0,6.923737199690624,4.690972222222222,0.0,0.0,2.975694444444444,1.7118055555555556,1,0,0,0,1.0428,0,0,0,0,0,1,0,0,1,0,0,0
Isopropyl acetate,-1.1909999999999998,1,102.133,0,0,1,26.3,-0.55,CC(C)OC(=O)C,CC(=O)OC(C)C,0.0254629629629625,0.4607479829633908,0.4631559932494283,1.5714285714285714,5.655378599888548,3.126006652390634,0.4016659130257426,19.093583929800843,5.47,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,0.0,6.923737199690624,6.103966387748303,26.875177986820173,0.0,0.0,0.0,9.53140013787187,0.0,12.073271675700152,0.0,0.0,0.0,13.847474399381248,4.736862953800049,4.611111111111111,0.0,-0.2129629629629625,5.044444444444444,0.0,2,0,0,0,0.9579,0,0,0,0,1,1,0,0,0,0,0,0
Ethyl-p-hydroxybenzoate ,-2.761,1,166.176,1,1,2,46.53,-2.35,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,0.1417115457294031,0.67810167363512,0.5079661787854334,1.4166666666666667,5.88943765206532,2.753742758109602,1.378438887733575,535.0628080861914,1.985036469518851,5.749511833283905,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,12.170333456209914,6.923737199690624,6.606881964512918,0.0,5.749511833283905,4.736862953800049,0.0,11.718817121235755,12.170333456209914,0.0,6.923737199690624,0.0,0.0,4.747220332577475,0.4533796296296299,-0.2217143801965226,2.10914879377677,0.0,3,0,1,1,1.5689,0,0,0,0,1,1,0,0,0,0,0,0
3-Butanoyloxymethylphenytoin,-3.469,1,352.39000000000004,1,3,6,75.71,-5.071000000000001,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.2422251126498962,0.6406545811221529,0.4435959862443069,1.0,6.091299550739142,1.972696317413568,4.327899253395294,981183.7914727328,3.055832602576418,0.0,12.269741999882829,0.0,5.907179729351506,12.000419800289922,9.6944469149223,0.0,0.0,6.4208216229260096,0.0,25.30430569792599,6.730816747499484,4.794537184071822,0.0,19.86486257432704,0.0,6.4208216229260096,17.54772460632,4.899909730850478,24.26546827384644,43.32193961046029,5.316788604006331,5.077587868480725,-0.0459205588099431,-0.9081289892500206,1.4540910808767955,0.0,6,1,2,1,2.782800000000001,0,0,3,0,1,1,0,0,0,0,0,0
testosterone propionate,-4.87,1,344.4950000000001,0,4,2,43.370000000000005,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.0410954296842192,0.6732503232022307,0.4617772772916195,1.12,5.912455152495812,1.590853355055114,8.43741283128909,577934.9866730936,2.522852980595536,6.103966387748303,5.783244946364939,0.0,0.0,5.969305287951849,0.0,0.0,0.0,18.2566337152488,0.0,84.66257259315427,0.0,0.0,0.0,14.325937321943693,28.58369907727774,22.903252614493717,24.03987866161373,38.02201416079144,0.0,12.999757306524504,13.847474399381248,5.863565246882347,1.8243277250447163,2.412258895431209,6.689574485750566,0.0,3,0,0,0,4.840100000000005,0,1,0,0,1,1,0,1,0,0,0,0
Coronene,-6.885,2,300.36000000000007,0,7,0,0.0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,1.3486167800453517,0.2105213737686099,0.053719847184178,0.2083333333333333,6.439232737564792,2.1132609847421806,5.886751345948126,1214016.6636458994,1.076478468113084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,0.0,0,0,7,0,6.919200000000002,0,0,0,0,0,0,0,0,0,0,0,0
allopurinol,-0.84,1,136.114,2,2,0,74.43,-2.266,O=c1[nH]cnc2[nH]ncc12 ,O=c1[nH]cnc2[nH]ncc12,0.1678240740740735,0.5192368565638923,0.3124575920541825,1.5,5.709878915763232,3.0929120500200677,1.2531394182579527,372.42214003537873,0.5397705083562873,5.386224214464796,5.647177220767728,0.0,5.559266895052008,0.0,4.9839785209472085,5.098681808301038,0.0,0.0,12.524163646377618,0.0,0.0,0.0,0.0,0.0,0.0,5.559266895052008,11.033401435232523,0.0,0.0,0.0,20.16532065849649,0.0,0.3495370370370378,0.0,0.0,0.0,5,0,2,2,-0.3538,4,0,0,0,0,0,0,0,0,0,0,0
diphenamid,-3.147,1,239.318,0,2,3,20.31,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,CN(C)C(=O)C(c1ccccc1)c1ccccc1,0.1040740740740739,0.8061469513152792,0.3479998413429847,0.8333333333333334,5.863287865287977,2.4521109318132384,2.953535300143918,15043.249672087066,2.5914735972097724,0.0,0.0,5.907179729351506,0.0,0.0,0.0,0.0,0.0,14.09534396535438,5.917906046161393,5.917906046161393,14.09534396535438,0.0,0.0,4.794537184071822,0.0,11.8250857755129,0.0,11.126902983393991,18.99525369620486,60.6636706846161,0.0,0.0,2.0600000000000005,-0.1159259259259266,0.0,3.5857407407407407,2,0,2,0,2.9067000000000016,0,0,1,0,0,0,0,0,0,0,0,0
RTI 22,-4.408,1,296.374,1,3,2,48.47,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,0.1101823507180645,0.924413400797942,0.3775895094139713,1.318181818181818,6.120995914070128,2.27970406420164,3.948397444741051,108981.75028618504,2.1855748519386533,5.817862777835028,0.0,0.0,5.907179729351506,0.0,4.9839785209472085,0.0,0.0,32.524330217563595,16.93822404106412,13.847474399381248,35.75670843697424,22.88002160188572,0.0,0.0,6.923737199690624,5.907179729351506,11.381314269532025,29.17036672166025,12.263210640074686,27.08544823350661,39.15705792326834,0.0,4.586054894179894,0.5949622071050649,4.820800264550265,4.025657911312673,5,1,2,1,3.179720000000001,1,0,1,1,0,0,0,0,0,0,0,0
phthalimide,-1.882,1,147.13299999999998,1,2,0,46.17,-2.61,O=C1NC(=O)c2ccccc12 ,O=C1NC(=O)c2ccccc21,0.3003703703703699,0.545102812910193,0.2881371223060961,0.9090909090909092,6.208872056896824,2.6946772551637395,1.6433782775321557,517.090962203533,0.7411703067794468,0.0,0.0,0.0,11.814359458703011,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,11.814359458703011,11.126902983393991,0.0,24.26546827384644,0.0,5.316788604006331,0.0,0.9398148148148155,-0.6007407407407401,0.0,0.0,3,1,1,1,0.5702,0,0,2,0,0,0,0,0,0,0,0,0
Fenarimol,-4.1080000000000005,1,331.202,1,3,3,46.010000000000005,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0.4618546863189725,0.7869378281518706,0.3759051458178066,0.8181818181818182,6.312702840290901,2.274825247005112,3.503992422121238,132143.14403619588,2.5887697480441827,11.92837088574823,0.0,0.0,0.0,0.0,9.967957041894415,0.0,0.0,33.5658567541028,0.0,5.601050810983688,0.0,0.0,0.0,5.601050810983688,0.0,0.0,26.73562110257364,0.0,48.791889553995816,12.13273413692322,9.967957041894415,0.0,0.2810215104560349,0.0,0.0,0.0,3,0,3,1,4.0676000000000005,2,0,0,0,0,0,2,0,0,0,0,0
Methyl benzoate ,-2.462,1,136.14999999999998,0,1,1,26.3,-1.85,COC(=O)c1ccccc1,COC(=O)c1ccccc1,0.2911111111111109,0.546322425537599,0.4654175231959395,1.3,5.885796167027513,2.8526279288191434,1.1948867346934546,237.587417309747,1.34501586290279,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,12.673249032974528,0.0,7.109797541277533,0.0,0.0,4.736862953800049,0.0,5.969305287951849,5.563451491696996,0.0,24.26546827384644,6.06636706846161,4.736862953800049,4.497314814814814,0.5879629629629632,-0.2911111111111109,0.0,1.3703703703703702,2,0,1,0,1.4732,0,0,0,0,1,1,0,0,1,0,0,0
1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807,Cn1ccc(=O)[nH]c1=O,Cn1ccc(=O)[nH]c1=O,0.3628703703703702,0.4881075894038249,0.3275410019684895,1.5555555555555556,4.800521343914337,3.523897718994017,0.9999945096782268,104.2009193065932,1.072463407768812,0.0,0.0,0.0,5.559266895052007,5.689743398203474,4.794537184071822,0.0,0.0,19.31088262275188,0.0,0.0,0.0,0.0,0.0,7.04767198267719,0.0,11.24901029325548,0.0,0.0,7.04767198267719,0.0,4.9839785209472085,1.2930555555555556,-0.7494444444444439,0.0,0.0,1.5677314814814816,4,0,1,1,-0.9264,2,0,0,1,0,0,0,0,0,0,0,0
oxyphenbutazone,-3.739,1,324.38000000000005,1,3,5,60.85000000000001,-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0.1162190232306579,0.8564589107930237,0.5079642937125095,0.875,6.225025178666094,2.024951777128409,4.155092188446245,372549.2518072082,2.847872143177904,11.6674178794453,0.0,0.0,11.814359458703011,0.0,10.017825047909064,0.0,0.0,0.0,11.374772549367124,26.186202068468653,10.017825047909064,11.374772549367124,5.749511833283905,9.589074368143644,5.917906046161393,17.563871291986917,17.795594172293132,12.84164324585202,24.26546827384644,25.12283840507545,0.0,0.0,1.2193750000000008,-0.9581540871245952,2.038302817913208,0.0,5,1,2,1,3.493400000000002,0,0,2,0,0,0,0,0,0,0,1,0
"2,2',3,5'-PCB",-6.155,1,291.9920000000001,0,2,1,0.0,-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,0.4799382716049387,0.6072884054188125,0.0843195950606733,0.6875,6.440805052802156,2.671376416567896,2.1701743766357544,4478.742634173999,2.3058823529411763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.172169610876644,10.045266627482652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.090533254965305,11.126902983393991,24.26546827384644,12.13273413692322,0.0,0.0,1.558641975308643,0.0,0.0,0.0,0,0,2,0,5.967200000000002,0,0,0,0,0,0,4,0,0,0,0,0
Quinethazone,-2.184,1,289.7440000000001,3,2,2,101.29,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.0062008692365829,0.7519576768853888,0.3645981522225723,1.3888888888888888,7.888858210490055,2.575947883846801,2.666510027482082,8328.838048434585,2.287810729152272,4.895483475517775,0.0,10.023291153407584,5.907179729351506,0.0,13.556770721936878,0.0,0.0,0.0,22.43924669225641,24.405817910268937,5.316788604006331,5.687386274683562,0.0,10.023291153407584,0.0,27.55452362244213,12.10820789760957,0.0,0.0,6.923737199690624,10.633577208012662,22.615788296800204,0.71863425925926,-0.3498456790123454,1.9060105400184768,-3.949210062883178,6,1,1,3,0.8788000000000005,0,0,1,0,0,0,1,0,0,0,0,0
Diuron,-3.301,1,233.098,1,1,1,32.34,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.2051952632905012,0.7936220369870916,0.3306530379179029,1.2857142857142858,6.417277143203034,2.781208374094021,1.577052347683081,1115.7791056158326,2.7868385985374062,0.0,0.0,0.0,0.0,6.031114512338072,4.794537184071822,0.0,0.0,19.782730240037942,10.045266627482652,0.0,19.41213256936071,10.481923458755384,0.0,0.0,0.0,6.031114512338072,15.732652902166215,0.0,32.29444517073921,0.0,5.316788604006331,0.0,0.6232407407407412,0.0,0.0,3.319164427087707,3,0,1,1,3.0869000000000018,0,0,2,0,0,0,2,0,0,0,0,0
Cyclopentene ,-1.72,2,68.11900000000001,0,1,0,0.0,-2.1,C1CC=CC1,C1=CCCC1,1.3194444444444444,0.3790824277485866,0.0885278779288748,1.0,4.8762927706517045,2.3238508690240818,0.9082482904638628,22.88643538696057,0.5039801313892006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.7265,0,2,0,0,0,0,0,0,0,0,0,0
alloxantin,0.919,1,286.156,6,2,1,191.0,-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,1.3185396720416562,0.2583619146833094,0.3686033824417553,0.55,6.326248486967882,2.5655828576955138,2.74628436226274,18453.05074406054,1.4219015044204055,0.0,0.0,0.0,34.8308205393734,12.062229024676144,9.589074368143644,0.0,0.0,0.0,0.0,11.202101621967376,0.0,9.589074368143644,0.0,19.178148736287287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.258379629629629,-7.1911148904006055,0.0,0.0,12,2,0,6,-4.819399999999999,0,0,8,0,0,0,0,0,0,0,0,0
Nonane,-3.678,1,128.259,0,0,6,0.0,-5.88,CCCCCCCCC,CCCCCCCCC,1.3671875,0.4777243799437154,0.0653823832227926,0.5555555555555556,4.410192972620589,2.595082706793886,1.7071067811865472,103.68791599331826,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,4.527422052154195,0.0,0,0,0,0,3.7569000000000026,0,0,0,0,0,0,0,0,0,0,0,4
2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.06,Oc1ccccc1Cl,Oc1ccccc1Cl,0.1334876543209882,0.5671077548351335,0.5063956313983089,1.25,6.314520582889374,3.134861511345448,0.852452786658065,72.49526582754562,0.9279652875317153,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.022633313741326,0.0,0.0,0.0,5.749511833283905,0.0,0.0,5.749511833283905,5.022633313741326,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.1334876543209882,0.0,0.0,1,0,1,1,2.0456000000000003,0,0,0,0,0,0,1,0,0,0,1,0
5-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12,Cc1cc2ccccc2c2ccc3ccccc3c12,1.3133158541194256,0.3593465920364741,0.0616289900517538,0.5789473684210527,6.180910161473129,2.3547447512611064,3.9463314079893728,46008.21841380517,1.465061038379444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,73.65377495276834,0.0,1.352314814814815,0.0,2.209537037037037,0.0,0,0,4,0,5.454620000000004,0,0,0,1,0,0,0,0,0,0,0,0
Phenetole,-2.66,1,122.16699999999996,0,1,2,9.23,-2.33,CCOc1ccccc1,CCOc1ccccc1,0.7400925925925926,0.5832071586937729,0.4938901142996039,1.2222222222222223,5.201365463441659,2.61489994009295,1.0542093991340007,145.16653667335345,1.7620129800279678,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,6.923737199690624,6.606881964512918,0.0,5.749511833283905,0.0,0.0,0.0,0.0,12.356393797796825,0.0,37.255572541998674,0.0,5.2058333333333335,0.0,0.9444444444444446,2.7192592592592595,0.0,1,0,1,0,2.0853,0,0,0,0,0,1,0,0,0,0,1,0
